技能名,卡片类型,正面,背面,标签,出处
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 10,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>选择一个贴近用户实际的场景进行练习：<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 11,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>场景：<让用户描述一个真实应用场景><br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 12,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 13,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 14,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 15,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>场景中应用「三维提问法：听懂领导需求的关键路径。」？<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 16,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 17,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 18,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 19,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,练习场景,【三维提问法：听懂领导需求的关键路径。】练习场景 20,【三维提问法：听懂领导需求的关键路径。】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
三维提问法：听懂领导需求的关键路径。,教练提示,【三维提问法：听懂领导需求的关键路径。】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「三维提问法：听懂领导需求的关键路径。」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,三维提问法听懂领导需求的关键路径 桦旦纯-教练 理解三维提问法听懂领导需求的关键路径的核心概念和原理,《高情商沟通术》桦旦纯 | 糖糖mg | - **日期**：
